seed,implementation,scenario,steps,burn_in,population,ring_y,lookahead,error_rate,max_speed,mean_convention_strength,final_convention_strength,mean_disposition_strength,mean_speed,replacement_rate,time_to_convention,coordinated_fraction,coordination_entries,mean_coordinated_episode,longest_coordinated_episode,final_habit_share,final_convention_share,final_social_habit_share,final_all_three_share
20260903,sequential_reference,habit,5000,1000,120,300,20,0.01,1,0.9735125000000004,0.9666666666666667,0.9552505311426027,1.0,0.005270833333333333,295,1.0,1,4000.0,4000,NaN,NaN,NaN,NaN
20260904,synchronous_capability,no_habit,5000,1000,120,300,20,0.01,3,0.22689583333333332,0.11666666666666667,0.0,2.70058125,0.1763125,2613,0.001,3,1.3333333333333333,2,0.0,0.0,0.0,0.0
20260904,synchronous_capability,habit,5000,1000,120,300,20,0.01,3,0.503075,0.31666666666666665,0.4386593971643381,2.7938833333333326,0.11125833333333333,412,0.2405,88,10.931818181818182,89,1.0,0.0,0.0,0.0
20260904,synchronous_capability,convention,5000,1000,120,300,20,0.01,3,0.3127666666666667,0.5,0.3245537188639854,2.7690833333333336,0.131225,70,0.06975,29,9.620689655172415,88,0.0,1.0,0.0,0.0
20260904,synchronous_capability,socially_formed_habit,5000,1000,120,300,20,0.01,3,0.4228583333333333,0.9833333333333333,0.42066290560329755,2.8114708333333334,0.10253125,152,0.18825,46,16.369565217391305,111,0.0,0.0,1.0,0.0
20260904,synchronous_capability,mixture_static_replacement,5000,1000,120,300,20,0.01,3,0.6756041666666667,1.0,0.5650878759814315,2.8547229166666663,0.07604791666666667,108,0.509,134,15.194029850746269,136,0.5583333333333333,0.5416666666666666,0.4583333333333333,0.16666666666666666
20260904,synchronous_capability,mixture_evolutionary_replacement,5000,1000,120,300,20,0.01,3,0.8666291666666668,0.9833333333333333,0.6806832368681398,2.9237583333333332,0.03773541666666667,86,0.8125,86,37.7906976744186,291,0.10833333333333334,0.725,0.35,0.041666666666666664
20260904,sequential_reference,no_habit,5000,1000,120,300,20,0.01,1,0.8611083333333335,0.8833333333333333,0.0,1.0,0.00655625,21,0.83575,18,185.72222222222223,804,NaN,NaN,NaN,NaN
20260904,sequential_reference,habit,5000,1000,120,300,20,0.01,1,0.9726500000000005,0.95,0.9536135481351428,1.0,0.00524375,95,1.0,1,4000.0,4000,NaN,NaN,NaN,NaN
20260905,synchronous_capability,no_habit,5000,1000,120,300,20,0.01,3,0.22094999999999998,0.36666666666666664,0.0,2.7034750000000005,0.17363958333333335,151,0.0005,2,1.0,1,0.0,0.0,0.0,0.0
20260905,synchronous_capability,habit,5000,1000,120,300,20,0.01,3,0.3845541666666667,0.9,0.3675219793515027,2.76525,0.13058958333333334,25,0.0965,75,5.1466666666666665,61,1.0,0.0,0.0,0.0
20260905,synchronous_capability,convention,5000,1000,120,300,20,0.01,3,0.4083041666666667,1.0,0.39014957717858034,2.7967270833333333,0.11327291666666667,175,0.1585,55,11.527272727272727,73,0.0,1.0,0.0,0.0
20260905,synchronous_capability,socially_formed_habit,5000,1000,120,300,20,0.01,3,0.47935,0.3,0.41770512092841294,2.8033416666666664,0.10756666666666667,43,0.2235,105,8.514285714285714,109,0.0,0.0,1.0,0.0
20260905,synchronous_capability,mixture_static_replacement,5000,1000,120,300,20,0.01,3,0.6342249999999999,0.05,0.5380118869050526,2.8429333333333333,0.08299583333333334,224,0.43175,116,14.887931034482758,252,0.55,0.5083333333333333,0.525,0.15
20260905,synchronous_capability,mixture_evolutionary_replacement,5000,1000,120,300,20,0.01,3,0.9207125,0.9666666666666667,0.7059246817045365,2.941052083333333,0.02855625,135,0.9215,59,62.47457627118644,590,0.175,0.9,0.325,0.11666666666666667
20260905,sequential_reference,no_habit,5000,1000,120,300,20,0.01,1,0.7696416666666667,0.8666666666666667,0.0,1.0,0.0067666666666666665,190,0.69325,39,71.1025641025641,390,NaN,NaN,NaN,NaN
20260905,sequential_reference,habit,5000,1000,120,300,20,0.01,1,0.9722791666666671,0.9666666666666667,0.9549724345679035,1.0,0.005158333333333333,128,1.0,1,4000.0,4000,NaN,NaN,NaN,NaN
20260906,synchronous_capability,no_habit,5000,1000,120,300,20,0.01,3,0.24202083333333335,0.6666666666666666,0.0,2.7128624999999995,0.1677875,458,0.00625,12,2.0833333333333335,6,0.0,0.0,0.0,0.0
20260906,synchronous_capability,habit,5000,1000,120,300,20,0.01,3,0.5928000000000001,0.9333333333333333,0.5011914526064886,2.8164604166666667,0.09885416666666667,58,0.3645,125,11.664,127,1.0,0.0,0.0,0.0
20260906,synchronous_capability,convention,5000,1000,120,300,20,0.01,3,0.41701250000000006,0.75,0.39998577373248834,2.797841666666667,0.11253541666666667,300,0.14975,51,11.745098039215685,163,0.0,1.0,0.0,0.0
