seed,timing,habit,steps,burn_in,population,ring_y,lookahead,error_rate,habit_weight,encounters,failures,encounter_rate,failure_rate,compatibility_rate,precoordination_rate,disposition_alignment,disposition_predictability,death_rate,persistence,convention_strength,mean_abs_habitus
20260822,simultaneous,true,600,150,120,300,60,0.01,0.5,5483,114,0.10153703703703704,0.020791537479482036,0.979208462520518,0.9660829493087557,0.9870967741935484,0.9831208146041648,0.00537037037037037,0.9726277372262774,0.9666666666666667,0.9592229375230082
20260823,sequential,false,600,150,120,300,60,0.01,0.5,5326,97,0.09862962962962964,0.018212542245587684,0.9817874577544123,0.9735942249240122,0.9933510638297872,0.9861084861084861,0.005222222222222222,0.9711601690934711,0.9333333333333333,0.9831410431039735
20260823,sequential,true,600,150,120,300,60,0.01,0.5,5293,98,0.09801851851851852,0.018515019837521254,0.9814849801624788,0.9376073268460218,0.9566876550276665,0.9680729760547321,0.004888888888888889,0.9748487140695915,0.9833333333333333,0.9617040179583232
20260823,simultaneous,false,600,150,120,300,60,0.01,0.5,5305,128,0.09824074074074074,0.02412818096135721,0.9758718190386428,0.9646609360076409,0.987774594078319,0.9815799468287125,0.006314814814814815,0.9735898887002452,1.0,0.9726720573624937
20260823,simultaneous,true,600,150,120,300,60,0.01,0.5,5205,100,0.09638888888888889,0.01921229586935639,0.9807877041306436,0.9777347531461762,0.9969022265246854,0.9889060389735674,0.004481481481481481,0.9799173633131546,1.0,0.9576482624529999
20260824,sequential,false,600,150,120,300,60,0.01,0.5,5368,110,0.0994074074074074,0.020491803278688523,0.9795081967213115,0.96706812194204,0.9872036130974784,0.9823904083926565,0.005240740740740741,0.9735370853522176,0.9333333333333333,0.926202599974726
20260824,sequential,true,600,150,120,300,60,0.01,0.5,5413,101,0.10024074074074074,0.01865878440790689,0.9813412155920931,0.979485266691533,0.9986945169712794,0.9894130757800892,0.004574074074074074,0.9794805434883076,0.9666666666666667,0.9751990272006413
20260824,simultaneous,false,600,150,120,300,60,0.01,0.5,5389,115,0.0997962962962963,0.021339766190387827,0.9786602338096122,0.968773373223635,0.9900897531787585,0.9841565703634669,0.005055555555555555,0.967694021537319,0.9333333333333333,0.9222974624977387
20260824,simultaneous,true,600,150,120,300,60,0.01,0.5,5402,112,0.10003703703703704,0.02073306182895224,0.9792669381710477,0.9775533108866442,0.9979423868312757,0.9888247345874465,0.005407407407407408,0.9785065777283676,1.0,0.9615998621375671
20260825,sequential,false,600,150,120,300,60,0.01,0.5,5326,98,0.09862962962962964,0.01840030041306797,0.981599699586932,0.978413179322098,0.9981064192387805,0.9881176914371935,0.005277777777777778,0.975868544600939,0.9666666666666667,0.9791424746391935
20260825,sequential,true,600,150,120,300,60,0.01,0.5,5381,123,0.09964814814814815,0.022858204794647834,0.9771417952053522,0.9672747790107203,0.9896558209516645,0.9839071856287425,0.00587037037037037,0.9736793154761905,1.0,0.9909264428201763
20260825,simultaneous,false,600,150,120,300,60,0.01,0.5,5455,127,0.10101851851851852,0.023281393217231897,0.9767186067827681,0.9656771799628943,0.9873840445269016,0.9826552264969093,0.005796296296296296,0.9702915826150743,0.9666666666666667,0.9782087514342661
20260825,simultaneous,true,600,150,120,300,60,0.01,0.5,5409,118,0.10016666666666667,0.02181549269735626,0.9781845073026437,0.9688316536020903,0.990294886151549,0.9845696226064324,0.006351851851851852,0.9747432694976409,0.9666666666666667,0.933221894022612
20260826,sequential,false,600,150,120,300,60,0.01,0.5,5400,104,0.1,0.01925925925925926,0.9807407407407407,0.9734480179506357,0.9938294689603591,0.9854748603351955,0.005,0.9667346182357301,0.9833333333333333,0.963445180343654
20260826,sequential,true,600,150,120,300,60,0.01,0.5,5425,105,0.10046296296296296,0.01935483870967742,0.9806451612903225,0.9758184523809523,0.9947916666666666,0.987585695756902,0.004759259259259259,0.9770358756801624,0.95,0.9266733830282582
20260826,simultaneous,false,600,150,120,300,60,0.01,0.5,5406,137,0.10011111111111111,0.02534221235664077,0.9746577876433592,0.9697026369927062,0.9949504394987844,0.9847413472273912,0.006148148148148148,0.9643782383419689,0.9333333333333333,0.9076087590024103
20260826,simultaneous,true,600,150,120,300,60,0.01,0.5,5431,110,0.10057407407407408,0.020254096851408582,0.9797459031485914,0.9774548164710266,0.9975777901993665,0.9886005560704356,0.005185185185185185,0.9769670167680118,0.9666666666666667,0.9423541282487284
20260827,sequential,false,600,150,120,300,60,0.01,0.5,5419,107,0.10035185185185186,0.019745340468721166,0.9802546595312789,0.9759103641456582,0.9955182072829132,0.9868140031572105,0.0053518518518518516,0.9759069509831072,0.9666666666666667,0.9301448512816268
20260827,sequential,true,600,150,120,300,60,0.01,0.5,5341,97,0.0989074074074074,0.018161392997566,0.981838607002434,0.9794300811473863,0.9979241366295527,0.989373706977619,0.004388888888888889,0.9801423754215062,0.95,0.9474965979525046
20260827,simultaneous,false,600,150,120,300,60,0.01,0.5,5465,121,0.1012037037037037,0.022140896614821593,0.9778591033851785,0.9678670360110804,0.9894736842105263,0.9837211441184586,0.005574074074074074,0.9705209191614026,0.9666666666666667,0.972502848229682
20260827,simultaneous,true,600,150,120,300,60,0.01,0.5,5349,83,0.09905555555555555,0.015516919050289775,0.9844830809497103,0.9809541768810107,0.9964171223835565,0.9904180366369187,0.004074074074074074,0.9809185296043401,0.9833333333333333,0.9203212991558394
20260828,sequential,false,600,150,120,300,60,0.01,0.5,5423,102,0.10042592592592593,0.018808777429467086,0.9811912225705329,0.961051062243757,0.9813641446142378,0.9796883695047301,0.005296296296296296,0.9661439114391144,0.95,0.9366624083388423
20260828,sequential,true,600,150,120,300,60,0.01,0.5,5468,96,0.10125925925925926,0.01755669348939283,0.9824433065106072,0.972211998527788,0.9904306220095693,0.9858676700009177,0.004092592592592593,0.9767654592023417,0.9666666666666667,0.9743809173432776
20260828,simultaneous,false,600,150,120,300,60,0.01,0.5,5505,118,0.10194444444444445,0.021435059037238875,0.9785649409627611,0.9770431588613406,0.9985307621671258,0.9884889457336014,0.00537037037037037,0.9722903606795675,0.9666666666666667,0.9565526404593697
