seed,replacement,speed_policy,speed_clearance,steps,burn_in,lookahead,mean_convention_strength,coordinated_fraction,replacement_rate,mean_proposed_speed,successful_progress,speed_one_share,speed_two_share,speed_three_share
20261019,evolutionary,lane-first + 0.5,0.5,5000,1000,20,0.714025,0.23175,0.11667916666666667,2.0043479166666667,1.7802333333333336,0.4748604166666667,0.04593125,0.47920833333333335
20261019,evolutionary,lane-first cap 2,0.0,5000,1000,20,0.9645583333333336,0.9985,0.0111125,1.9875416666666657,1.967910416666666,0.012458333333333333,0.9875416666666667,0.0
20261020,static_entry,speed-first,0.0,5000,1000,20,0.6185541666666667,0.418,0.07496875,2.887208333333333,2.706137499999999,0.04718125,0.018429166666666667,0.9343895833333333
20261020,static_entry,lane-first,0.0,5000,1000,20,0.8933416666666667,0.9125,0.0329125,2.924739583333333,2.8469562499999994,0.030002083333333332,0.01525625,0.9547416666666667
20261020,static_entry,lane-first + 0.5,0.5,5000,1000,20,0.24783333333333338,0.00075,0.21200833333333333,2.1259104166666667,1.7069979166666667,0.4065166666666667,0.06105625,0.5324270833333333
20261020,static_entry,lane-first cap 2,0.0,5000,1000,20,0.9610000000000002,0.99925,0.011933333333333334,1.987437499999999,1.9662583333333328,0.0125625,0.9874375,0.0
20261020,evolutionary,speed-first,0.0,5000,1000,20,0.8639083333333335,0.83125,0.04386875,2.930425,2.8237208333333332,0.029314583333333335,0.010945833333333333,0.9597395833333333
20261020,evolutionary,lane-first,0.0,5000,1000,20,0.9416083333333335,0.9765,0.021908333333333332,2.948766666666666,2.8967791666666662,0.020479166666666666,0.010275,0.9692458333333334
20261020,evolutionary,lane-first + 0.5,0.5,5000,1000,20,0.6462458333333334,0.19025,0.12181041666666667,2.0112562499999997,1.7765958333333334,0.47099166666666664,0.046760416666666665,0.48224791666666667
20261020,evolutionary,lane-first cap 2,0.0,5000,1000,20,0.9620125000000002,0.999,0.011610416666666666,1.9870249999999987,1.9663249999999994,0.012975,0.987025,0.0
20261021,static_entry,speed-first,0.0,5000,1000,20,0.57995,0.3505,0.09392291666666666,2.86308125,2.6362500000000004,0.057175,0.02256875,0.92025625
20261021,static_entry,lane-first,0.0,5000,1000,20,0.9257083333333335,0.96,0.03038125,2.9301729166666663,2.858345833333333,0.027770833333333335,0.014285416666666667,0.95794375
20261021,static_entry,lane-first + 0.5,0.5,5000,1000,20,0.24385833333333334,0.00025,0.21055416666666665,2.1190166666666665,1.7028125,0.4101020833333333,0.06077916666666667,0.52911875
20261021,static_entry,lane-first cap 2,0.0,5000,1000,20,0.9619041666666669,0.99975,0.01193125,1.987035416666666,1.965795833333333,0.012964583333333333,0.9870354166666667,0.0
20261021,evolutionary,speed-first,0.0,5000,1000,20,0.9167708333333335,0.91175,0.0338125,2.946297916666666,2.8633229166666667,0.022529166666666666,0.00864375,0.9688270833333333
20261021,evolutionary,lane-first,0.0,5000,1000,20,0.9527208333333335,0.993,0.021008333333333334,2.9497979166666664,2.8999249999999996,0.020060416666666667,0.01008125,0.9698583333333334
20261021,evolutionary,lane-first + 0.5,0.5,5000,1000,20,0.6053333333333333,0.18875,0.11927708333333334,2.00585625,1.7762291666666665,0.47393125,0.04628125,0.4797875
20261021,evolutionary,lane-first cap 2,0.0,5000,1000,20,0.9588500000000002,0.99825,0.013754166666666666,1.9854666666666658,1.961077083333333,0.014533333333333334,0.9854666666666667,0.0
20261022,static_entry,speed-first,0.0,5000,1000,20,0.5969458333333333,0.363,0.08259583333333333,2.879795833333333,2.6793208333333336,0.05044791666666667,0.019308333333333334,0.93024375
20261022,static_entry,lane-first,0.0,5000,1000,20,0.9188458333333333,0.9355,0.03299375,2.924549999999999,2.8463708333333333,0.029935416666666666,0.015579166666666667,0.9544854166666666
20261022,static_entry,lane-first + 0.5,0.5,5000,1000,20,0.23419583333333333,0.0015,0.2148625,2.1266749999999996,1.7007312499999998,0.40592083333333334,0.061483333333333334,0.5325958333333334
20261022,static_entry,lane-first cap 2,0.0,5000,1000,20,0.9594000000000004,0.99875,0.012377083333333334,1.986581249999999,1.9645999999999995,0.01341875,0.98658125,0.0
20261022,evolutionary,speed-first,0.0,5000,1000,20,0.8702791666666667,0.8285,0.037435416666666665,2.9424958333333326,2.8507333333333333,0.024064583333333334,0.009375,0.9665604166666667
20261022,evolutionary,lane-first,0.0,5000,1000,20,0.9494125000000001,0.99275,0.022510416666666668,2.9474937499999996,2.8940166666666665,0.020947916666666667,0.010610416666666667,0.9684416666666666
20261022,evolutionary,lane-first + 0.5,0.5,5000,1000,20,0.5311458333333333,0.16525,0.12312291666666667,2.0057791666666667,1.7677874999999998,0.47348541666666666,0.04725,0.4792645833333333
20261022,evolutionary,lane-first cap 2,0.0,5000,1000,20,0.9613375000000001,0.999,0.01178125,1.987406249999999,1.9663874999999995,0.01259375,0.98740625,0.0
20261023,static_entry,speed-first,0.0,5000,1000,20,0.6505583333333333,0.49275,0.06982916666666666,2.8924499999999993,2.7231875,0.04500625,0.0175375,0.93745625
20261023,static_entry,lane-first,0.0,5000,1000,20,0.9040333333333336,0.91675,0.03179375,2.9277874999999995,2.8528104166666672,0.028866666666666665,0.014479166666666666,0.9566541666666667
20261023,static_entry,lane-first + 0.5,0.5,5000,1000,20,0.21688750000000004,0.001,0.21639791666666666,2.120508333333334,1.69209375,0.40912916666666665,0.061233333333333334,0.5296375
20261023,static_entry,lane-first cap 2,0.0,5000,1000,20,0.9606333333333336,0.99975,0.012385416666666666,1.9865624999999991,1.9645374999999994,0.0134375,0.9865625,0.0
20261023,evolutionary,speed-first,0.0,5000,1000,20,0.8056333333333334,0.70125,0.04506458333333333,2.9316375,2.82108125,0.028591666666666668,0.011179166666666667,0.9602291666666667
20261023,evolutionary,lane-first,0.0,5000,1000,20,0.8961458333333335,0.8995,0.029835416666666666,2.932924999999999,2.8620395833333334,0.02679375,0.0134875,0.95971875
20261023,evolutionary,lane-first + 0.5,0.5,5000,1000,20,0.5491416666666666,0.1535,0.12234583333333333,2.0077833333333333,1.7717833333333333,0.47228125,0.047654166666666664,0.48006458333333335
20261023,evolutionary,lane-first cap 2,0.0,5000,1000,20,0.9593083333333335,0.99925,0.0119375,1.986745833333332,1.9654729166666662,0.013254166666666666,0.9867458333333333,0.0
20261024,static_entry,speed-first,0.0,5000,1000,20,0.5589833333333334,0.3195,0.09702916666666667,2.85984375,2.6245374999999997,0.058535416666666666,0.023085416666666667,0.9183791666666666
20261024,static_entry,lane-first,0.0,5000,1000,20,0.8925625,0.8875,0.036622916666666665,2.9158729166666664,2.8295645833333336,0.0335375,0.017052083333333332,0.9494104166666667
20261024,static_entry,lane-first + 0.5,0.5,5000,1000,20,0.21517083333333334,0.001,0.21351875,2.124822916666667,1.7024000000000001,0.4070416666666667,0.06109375,0.5318645833333333
20261024,static_entry,lane-first cap 2,0.0,5000,1000,20,0.9623708333333336,0.99725,0.01129375,1.9876083333333323,1.9675895833333328,0.012391666666666667,0.9876083333333333,0.0
20261024,evolutionary,speed-first,0.0,5000,1000,20,0.8017000000000001,0.69875,0.043679166666666665,2.932139583333333,2.825347916666666,0.028454166666666666,0.010952083333333333,0.96059375
20261024,evolutionary,lane-first,0.0,5000,1000,20,0.9538875,0.993,0.020247916666666668,2.951377083333333,2.90335625,0.019335416666666667,0.009952083333333334,0.9707125
20261024,evolutionary,lane-first + 0.5,0.5,5000,1000,20,0.40884583333333324,0.0725,0.13572083333333335,2.0155291666666666,1.75185,0.4668333333333333,0.050804166666666664,0.4823625
20261024,evolutionary,lane-first cap 2,0.0,5000,1000,20,0.9620833333333335,1.0,0.012091666666666667,1.986537499999999,1.965160416666666,0.0134625,0.9865375,0.0
20261025,static_entry,speed-first,0.0,5000,1000,20,0.6175458333333333,0.403,0.08614166666666667,2.8758041666666663,2.6670104166666664,0.051991666666666665,0.0202125,0.9277958333333334
20261025,static_entry,lane-first,0.0,5000,1000,20,0.8887125000000001,0.90225,0.03659375,2.9163458333333327,2.82969375,0.03345416666666667,0.016745833333333335,0.9498
20261025,static_entry,lane-first + 0.5,0.5,5000,1000,20,0.2546625,0.0,0.21556666666666666,2.1276374999999996,1.7007875,0.4054375,0.0614875,0.533075
20261025,static_entry,lane-first cap 2,0.0,5000,1000,20,0.9635625000000001,0.99825,0.01156875,1.987629166666666,1.967052083333333,0.012370833333333333,0.9876291666666667,0.0
20261025,evolutionary,speed-first,0.0,5000,1000,20,0.9302166666666667,0.93525,0.02841875,2.9545812499999995,2.8851229166666665,0.019110416666666668,0.007197916666666667,0.9736916666666666
20261025,evolutionary,lane-first,0.0,5000,1000,20,0.9516125000000002,0.99575,0.02158125,2.9475062499999987,2.8962604166666654,0.0210375,0.01041875,0.96854375
20261025,evolutionary,lane-first + 0.5,0.5,5000,1000,20,0.6343875,0.18475,0.12221458333333333,2.0179020833333334,1.7820208333333332,0.4675916666666667,0.046914583333333336,0.48549375
20261025,evolutionary,lane-first cap 2,0.0,5000,1000,20,0.9596083333333336,0.9985,0.012952083333333333,1.986093749999999,1.9631624999999995,0.01390625,0.98609375,0.0
20261026,static_entry,speed-first,0.0,5000,1000,20,0.7812499999999999,0.638,0.06330625,2.9022104166666667,2.7488791666666668,0.04101458333333333,0.015760416666666666,0.943225
20261026,static_entry,lane-first,0.0,5000,1000,20,0.9264333333333334,0.95375,0.029802083333333333,2.932022916666666,2.8614645833333325,0.027045833333333335,0.013885416666666667,0.95906875
20261026,static_entry,lane-first + 0.5,0.5,5000,1000,20,0.23978750000000001,0.002,0.21524375,2.1233,1.6969437500000002,0.4075479166666667,0.06160416666666667,0.5308479166666666
20261026,static_entry,lane-first cap 2,0.0,5000,1000,20,0.9611833333333336,0.9995,0.012472916666666667,1.986693749999999,1.964564583333333,0.01330625,0.98669375,0.0
20261026,evolutionary,speed-first,0.0,5000,1000,20,0.9091708333333334,0.8945,0.036975,2.9404187499999996,2.8498479166666666,0.02490208333333333,0.009777083333333334,0.9653208333333333
20261026,evolutionary,lane-first,0.0,5000,1000,20,0.9476500000000001,0.9825,0.021635416666666667,2.9475499999999992,2.8962958333333337,0.020935416666666668,0.010579166666666667,0.9684854166666667
20261026,evolutionary,lane-first + 0.5,0.5,5000,1000,20,0.7256333333333335,0.25675,0.11353333333333333,1.9996020833333337,1.7798791666666667,0.4775041666666667,0.04538958333333333,0.47710625
20261026,evolutionary,lane-first cap 2,0.0,5000,1000,20,0.9635833333333335,1.0,0.0115875,1.9873895833333322,1.966710416666666,0.012610416666666667,0.9873895833333334,0.0
20261027,static_entry,speed-first,0.0,5000,1000,20,0.7208166666666668,0.554,0.07226875,2.8901729166666663,2.7144416666666666,0.045975,0.01787708333333333,0.9361479166666666
20261027,static_entry,lane-first,0.0,5000,1000,20,0.9301999999999999,0.96925,0.028572916666666667,2.931989583333333,2.8642354166666664,0.027220833333333333,0.01356875,0.9592104166666666
20261027,static_entry,lane-first + 0.5,0.5,5000,1000,20,0.2283041666666667,0.00125,0.21187708333333333,2.1228166666666666,1.7041645833333332,0.4079291666666667,0.061325,0.5307458333333334
20261027,static_entry,lane-first cap 2,0.0,5000,1000,20,0.9603125000000002,0.99825,0.012335416666666666,1.9868208333333324,1.9648687499999995,0.013179166666666667,0.9868208333333334,0.0
20261027,evolutionary,speed-first,0.0,5000,1000,20,0.89095,0.87,0.03711875,2.940545833333333,2.8499604166666668,0.02491875,0.009616666666666667,0.9654645833333333
20261027,evolutionary,lane-first,0.0,5000,1000,20,0.9508291666666668,0.988,0.021491666666666666,2.9493249999999995,2.898222916666666,0.02010625,0.0104625,0.96943125
20261027,evolutionary,lane-first + 0.5,0.5,5000,1000,20,0.6770291666666667,0.18625,0.12032291666666667,2.00441875,1.7724624999999998,0.47422708333333335,0.04712708333333333,0.4786458333333333
20261027,evolutionary,lane-first cap 2,0.0,5000,1000,20,0.9637041666666669,1.0,0.011558333333333334,1.9877895833333323,1.9672083333333326,0.012210416666666666,0.9877895833333333,0.0
20261028,static_entry,speed-first,0.0,5000,1000,20,0.506825,0.2625,0.10106666666666667,2.854325,2.6093687500000002,0.061060416666666666,0.023554166666666668,0.9153854166666666
20261028,static_entry,lane-first,0.0,5000,1000,20,0.8770125000000001,0.8725,0.034091666666666666,2.92299375,2.8423791666666665,0.030664583333333332,0.015677083333333335,0.9536583333333334
20261028,static_entry,lane-first + 0.5,0.5,5000,1000,20,0.21778333333333333,0.00025,0.21739375,2.1239145833333333,1.6933479166666665,0.40726875,0.06154791666666667,0.5311833333333333
20261028,static_entry,lane-first cap 2,0.0,5000,1000,20,0.9463458333333336,0.9695,0.014045833333333334,1.9853770833333324,1.960483333333333,0.014622916666666666,0.9853770833333333,0.0
20261028,evolutionary,speed-first,0.0,5000,1000,20,0.8733041666666668,0.803,0.043297916666666665,2.933116666666667,2.827104166666667,0.028041666666666666,0.0108,0.9611583333333333
20261028,evolutionary,lane-first,0.0,5000,1000,20,0.9393208333333335,0.95775,0.022277083333333333,2.9481604166666657,2.8948187499999993,0.02068125,0.010477083333333333,0.9688416666666667
20261028,evolutionary,lane-first + 0.5,0.5,5000,1000,20,0.5544416666666666,0.162,0.12565625,2.0155166666666666,1.7722375,0.4684583333333333,0.04756666666666667,0.483975
20261028,evolutionary,lane-first cap 2,0.0,5000,1000,20,0.9635958333333335,0.99925,0.011810416666666667,1.9867583333333323,1.965797916666666,0.013241666666666667,0.9867583333333333,0.0
20261029,static_entry,speed-first,0.0,5000,1000,20,0.664525,0.48325,0.07635416666666667,2.886216666666667,2.7006895833333333,0.04776458333333333,0.018254166666666665,0.93398125
20261029,static_entry,lane-first,0.0,5000,1000,20,0.9101958333333334,0.92925,0.03283333333333333,2.9247958333333326,2.8470749999999994,0.029860416666666667,0.015483333333333333,0.95465625
20261029,static_entry,lane-first + 0.5,0.5,5000,1000,20,0.21429166666666669,0.0,0.219775,2.123739583333334,1.6878520833333333,0.4068979166666667,0.06246458333333333,0.5306375
20261029,static_entry,lane-first cap 2,0.0,5000,1000,20,0.9616791666666669,0.99975,0.0115125,1.9872833333333324,1.9668916666666663,0.012716666666666666,0.9872833333333333,0.0
20261029,evolutionary,speed-first,0.0,5000,1000,20,0.9138291666666668,0.9085,0.031039583333333332,2.950062499999999,2.873889583333333,0.021002083333333334,0.007933333333333334,0.9710645833333333
20261029,evolutionary,lane-first,0.0,5000,1000,20,0.9459916666666668,0.993,0.0232875,2.944985416666666,2.889277083333333,0.021889583333333334,0.011235416666666666,0.966875
20261029,evolutionary,lane-first + 0.5,0.5,5000,1000,20,0.6227291666666668,0.1735,0.11968541666666667,2.006133333333333,1.7764291666666665,0.4734791666666667,0.04690833333333334,0.4796125
20261029,evolutionary,lane-first cap 2,0.0,5000,1000,20,0.9619625,0.99825,0.011922916666666667,1.9868208333333321,1.9656770833333328,0.013179166666666667,0.9868208333333334,0.0
20261030,static_entry,speed-first,0.0,5000,1000,20,0.6995583333333334,0.52975,0.06692916666666666,2.897202083333333,2.734497916666667,0.04299375,0.016810416666666668,0.9401958333333333
20261030,static_entry,lane-first,0.0,5000,1000,20,0.9205166666666666,0.93375,0.031460416666666664,2.9283312499999994,2.8539479166666664,0.02848125,0.01470625,0.9568125
20261030,static_entry,lane-first + 0.5,0.5,5000,1000,20,0.25675,0.0005,0.21379583333333332,2.1255395833333335,1.7026020833333335,0.4065416666666667,0.06137708333333333,0.53208125
20261030,static_entry,lane-first cap 2,0.0,5000,1000,20,0.9613458333333336,1.0,0.012195833333333333,1.9873770833333324,1.965635416666666,0.012622916666666666,0.9873770833333333,0.0
20261030,evolutionary,speed-first,0.0,5000,1000,20,0.807575,0.74075,0.04629166666666667,2.927627083333333,2.8148604166666664,0.03034375,0.011685416666666667,0.9579708333333333
20261030,evolutionary,lane-first,0.0,5000,1000,20,0.9510625000000001,0.99325,0.02084375,2.951410416666666,2.901791666666666,0.019370833333333334,0.009847916666666666,0.97078125
20261030,evolutionary,lane-first + 0.5,0.5,5000,1000,20,0.5088791666666668,0.1075,0.13082291666666668,2.0208875,1.7673812500000001,0.4649270833333333,0.049258333333333335,0.4858145833333333
20261030,evolutionary,lane-first cap 2,0.0,5000,1000,20,0.9601875,0.99875,0.012639583333333333,1.9865270833333324,1.964077083333333,0.013472916666666666,0.9865270833333334,0.0
