seed,replacement,speed_policy,speed_clearance,steps,burn_in,lookahead,mean_convention_strength,coordinated_fraction,replacement_rate,mean_proposed_speed,successful_progress,speed_one_share,speed_two_share,speed_three_share
20261005,static_entry,lane-first,0.0,5000,1000,20,0.9168541666666667,0.9335,0.028429166666666665,2.9335166666666663,2.8665166666666666,0.026514583333333334,0.013454166666666666,0.96003125
20261005,static_entry,lane-first + 0.5,0.5,5000,1000,20,0.2580541666666667,0.0015,0.21024166666666666,2.1213583333333332,1.7056083333333334,0.4090479166666667,0.06054583333333333,0.53040625
20261005,static_entry,lane-first cap 2,0.0,5000,1000,20,0.962629166666667,0.99725,0.011041666666666667,1.988077083333332,1.968416666666666,0.011922916666666667,0.9880770833333333,0.0
20261005,evolutionary,speed-first,0.0,5000,1000,20,0.9132625000000003,0.9115,0.0336625,2.9464958333333326,2.8640375,0.02243125,0.008641666666666667,0.9689270833333333
20261005,evolutionary,lane-first,0.0,5000,1000,20,0.9583500000000003,0.9985,0.01797083333333333,2.95595625,2.9132791666666664,0.01745,0.00914375,0.97340625
20261005,evolutionary,lane-first + 0.5,0.5,5000,1000,20,0.6516208333333333,0.21175,0.11994166666666667,2.0088187499999997,1.7766687500000002,0.47237083333333335,0.04643958333333333,0.48118958333333334
20261005,evolutionary,lane-first cap 2,0.0,5000,1000,20,0.9638958333333336,0.99925,0.011560416666666667,1.987656249999999,1.9671833333333328,0.01234375,0.98765625,0.0
20261006,static_entry,speed-first,0.0,5000,1000,20,0.7094250000000002,0.564,0.06977916666666667,2.8958875,2.727235416666667,0.04365625,0.0168,0.93954375
20261006,static_entry,lane-first,0.0,5000,1000,20,0.9173750000000002,0.94475,0.03161875,2.9271062499999996,2.852408333333333,0.029077083333333333,0.014739583333333334,0.9561833333333334
20261006,static_entry,lane-first + 0.5,0.5,5000,1000,20,0.2423125,0.004,0.20997708333333334,2.1221604166666665,1.70580625,0.40855416666666666,0.06073125,0.5307145833333333
