strategy,initial_cars,replicate,final_age,trajectory_age,replacements,replacement_rate,switch_rate,final_abs_habitus,first_replacement
Mean habitus,20,2,67.45,41.688500000000005,20,0.01,0.11745833333333336,0.5851852119446139,3
Mean habitus,20,3,60.95,40.2585,26,0.013,0.10195833333333335,0.6538343376919248,2
Mean habitus,20,4,64.05,40.650999999999996,26,0.013,0.11047222222222222,0.5999683660081744,3
Mean habitus,20,5,87.5,46.978,4,0.002,0.056222222222222236,0.9995495495495496,67
Mean habitus,20,6,73.9,39.938500000000005,24,0.012,0.06584722222222222,0.950093923534326,1
Mean habitus,20,7,73.55,41.989000000000004,18,0.009,0.06841666666666668,0.9527862312266336,1
Mean habitus,20,8,81.75,42.226000000000006,20,0.01,0.07893055555555557,0.9837184919275609,1
Mean habitus,20,9,73.65,39.990500000000004,22,0.011,0.0635,0.9130915554459358,2
Mean habitus,20,10,79.7,45.669,12,0.006,0.03877777777777778,0.9421562192761547,1
Mean habitus,20,11,77.5,41.5845,18,0.009,0.10111111111111112,0.7200577173919417,1
Mean habitus,20,12,82.0,41.3125,16,0.008,0.05777777777777779,0.8532348412382132,1
Mean habitus,20,13,56.9,35.1595,30,0.015,0.1428611111111111,0.8354969797598903,2
Mean habitus,20,14,91.85,49.79300000000001,8,0.004,0.06968055555555557,0.9280510234186765,1
Mean habitus,20,15,76.7,38.745999999999995,24,0.012,0.08444444444444445,0.811265884798205,1
Mean habitus,20,16,68.9,35.8365,26,0.013,0.10944444444444444,0.6577135941565662,1
Mean habitus,20,17,76.45,37.272999999999996,24,0.012,0.10223611111111111,0.6728796331294932,2
Mean habitus,20,18,95.6,48.55600000000001,6,0.003,0.057944444444444444,0.9991803278688524,1
Mean habitus,20,19,89.05,42.61450000000001,16,0.008,0.07393055555555555,0.9899643739321654,10
Mean habitus,20,20,61.05,37.4475,26,0.013,0.05522222222222222,0.9494650069685161,1
Mean habitus,20,21,83.55,45.332,14,0.007,0.06172222222222223,0.7894134836003242,2
Mean habitus,20,22,99.5,50.153999999999996,6,0.003,0.0815,0.738428689772767,10
Mean habitus,20,23,90.65,44.186499999999995,14,0.007,0.06638888888888889,0.6834115709038266,1
Mean habitus,20,24,79.8,42.764,10,0.005,0.06183333333333334,0.9907248770459194,5
Mean habitus,20,25,83.2,43.09449999999999,15,0.0075,0.053402777777777785,0.9990907567283713,1
Mean habitus,20,26,64.75,33.648,30,0.015,0.136,0.6203549947519827,2
Mean habitus,20,27,57.55,37.227000000000004,26,0.013,0.1153888888888889,0.6514901768491457,1
Mean habitus,20,28,86.9,42.68599999999999,14,0.007,0.0810277777777778,0.9773340169607898,2
Mean habitus,20,29,59.35,40.3455,32,0.016,0.07557142857142858,0.5838106716428757,1
Mean habitus,20,30,58.9,32.0985,36,0.018,0.14259722222222226,0.7111340223720355,1
Mean habitus,20,31,90.3,48.69049999999999,14,0.007,0.06134722222222224,0.9657298790326669,1
Mean habitus,20,32,63.45,42.84449999999999,18,0.009,0.09150000000000003,0.7459539370957812,1
Mean habitus,20,33,70.6,35.965,22,0.011,0.12969444444444445,0.9107002499725109,2
Mean habitus,20,34,75.25,38.4915,18,0.009,0.03361111111111112,0.9980196078431373,1
Mean habitus,20,35,89.55,42.174499999999995,31,0.0155,0.12831944444444446,0.8606595951118085,1
Mean habitus,20,36,67.2,43.122,26,0.013,0.10916666666666668,0.7032041034376547,1
Mean habitus,20,37,95.2,47.3325,12,0.006,0.039444444444444456,0.9995413595413595,1
Mean habitus,20,38,90.1,45.22800000000001,12,0.006,0.05261111111111111,0.9995283018867924,1
Mean habitus,20,39,81.8,45.33950000000001,18,0.009,0.06568650793650796,0.9514095408805439,1
Mean habitus,20,40,80.65,43.349999999999994,22,0.011,0.0978888888888889,0.9925980844995206,1
Mean habitus,20,41,82.15,43.72699999999999,18,0.009,0.05162698412698413,0.9547632733795186,2
Mean habitus,20,42,85.55,45.368500000000004,12,0.006,0.053402777777777785,0.9995495495495496,2
Mean habitus,20,43,57.8,38.084,36,0.018,0.0985138888888889,0.7448787192583118,1
Mean habitus,20,44,98.5,49.426,6,0.003,0.07277777777777779,0.40995993940816844,1
Mean habitus,20,45,71.95,37.251999999999995,20,0.01,0.07943055555555556,0.6714189441189117,3
Mean habitus,20,46,80.25,46.371,10,0.005,0.05250000000000001,0.9011056648168108,2
Mean habitus,20,47,69.8,41.38,25,0.0125,0.06144444444444444,0.9802810079167452,1
Mean habitus,20,48,62.35,42.23550000000001,22,0.011,0.08030555555555557,0.6797343086107099,1
Mean habitus,20,49,84.5,48.185,10,0.005,0.03594444444444445,0.7564187286390718,1
Mean habitus,20,50,67.25,37.8075,26,0.013,0.10720833333333335,0.7467160652213216,1
Mean habitus,20,51,81.15,43.0665,18,0.009,0.1197777777777778,0.5643484221194375,1
Mean habitus,20,52,71.55,37.76950000000001,34,0.017,0.09833333333333334,0.5699522215426631,1
Mean habitus,20,53,87.85,45.328500000000005,24,0.012,0.07854761904761905,0.9111060445898171,1
Mean habitus,20,54,84.8,44.21400000000001,18,0.009,0.06836111111111112,1.0,1
Mean habitus,20,55,69.2,36.997499999999995,28,0.014,0.05129166666666667,0.6739057826160006,2
Mean habitus,20,56,88.05,46.21550000000001,18,0.009,0.03629166666666668,0.9572507900621285,1
Mean habitus,20,57,88.5,47.71200000000001,8,0.004,0.05838888888888889,0.9908453980542467,3
Mean habitus,20,58,84.4,43.95249999999999,18,0.009,0.09666666666666668,0.7038829801558073,1
Mean habitus,20,59,100.9,51.39999999999999,2,0.001,0.04200000000000001,0.9489367664308865,1
Mean habitus,20,60,43.6,35.592,36,0.018,0.07679166666666667,0.5172491626404487,1
Mean habitus,20,61,80.35,38.030499999999996,28,0.014,0.08655555555555558,0.995273257224795,2
Mean habitus,20,62,87.6,46.49850000000001,18,0.009,0.06275,0.9756080832876162,1
Mean habitus,20,63,87.15,40.6395,38,0.019,0.09042320261437908,1.0,1
Mean habitus,20,64,92.9,46.78049999999999,14,0.007,0.05804166666666667,0.9995412844036696,2
Mean habitus,20,65,88.15,47.7365,8,0.004,0.051555555555555556,0.9625481359885384,3
Mean habitus,20,66,93.35,47.2725,12,0.006,0.079,0.7239705587651714,1
Mean habitus,20,67,78.95,38.3465,20,0.01,0.05077777777777778,1.0,1
Mean habitus,20,68,86.2,45.201499999999996,12,0.006,0.07988888888888891,0.9791064110468135,1
Mean habitus,20,69,81.85,38.4205,26,0.013,0.06211111111111111,0.5685674684903387,2
Mean habitus,20,70,67.05,40.471000000000004,32,0.016,0.07534722222222223,0.8399597570577304,1
Mean habitus,20,71,55.2,31.970999999999993,37,0.0185,0.12423183760683763,0.7072417045274733,3
Mean habitus,20,72,97.55,48.551500000000004,10,0.005,0.04177777777777778,1.0,1
Mean habitus,20,73,84.65,45.66749999999999,8,0.004,0.044722222222222247,0.8936015569499725,31
Mean habitus,20,74,91.75,45.646,14,0.007,0.05972222222222223,0.6367486126926736,1
Mean habitus,20,75,97.7,48.840999999999994,8,0.004,0.03691666666666668,1.0,2
Mean habitus,20,76,91.3,47.42500000000001,8,0.004,0.038611111111111124,1.0,2
Mean habitus,20,77,96.65,47.6915,14,0.007,0.06720833333333334,0.9967581472266867,3
Mean habitus,20,78,86.7,44.14,12,0.006,0.09727777777777778,0.9863243765027248,1
Mean habitus,20,79,75.4,40.8485,24,0.012,0.04841269841269842,0.9834542371337701,1
Mean habitus,20,80,83.9,44.65349999999999,16,0.008,0.06199999999999999,0.9500888730292754,2
Mean habitus,20,81,91.3,46.5505,12,0.006,0.06716666666666668,1.0,1
Mean habitus,20,82,73.35,42.91650000000001,18,0.009,0.10372222222222223,0.7525158356162859,1
Mean habitus,20,83,78.5,40.6785,22,0.011,0.06808333333333334,0.958280405308394,1
Mean habitus,20,84,75.95,39.3335,17,0.0085,0.08073202614379085,0.9796080832876161,1
Mean habitus,20,85,95.9,47.629,6,0.003,0.05505555555555555,0.9990990990990991,13
Mean habitus,20,86,81.7,45.051,16,0.008,0.05481944444444446,0.6894529037345112,2
Mean habitus,20,87,73.4,35.367000000000004,31,0.0155,0.10466666666666669,0.9372896260530753,1
Mean habitus,20,88,46.95,37.2145,26,0.013,0.17880555555555555,0.5309375352971778,1
Mean habitus,20,89,93.0,49.206,6,0.003,0.07788888888888891,0.8188325583706192,1
Mean habitus,20,90,79.85,39.395999999999994,22,0.011,0.10008333333333334,0.517669131109096,1
Mean habitus,20,91,85.9,43.27,10,0.005,0.0798888888888889,0.9973162445992013,5
Mean habitus,20,92,87.65,45.523999999999994,14,0.007,0.056833333333333326,0.9507310683394952,5
Mean habitus,20,93,76.6,44.92000000000001,22,0.011,0.03241666666666668,0.9450707615304633,1
Mean habitus,20,94,67.6,46.286,10,0.005,0.061333333333333344,0.7794555931615803,4
Mean habitus,20,95,89.9,43.6995,23,0.0115,0.10326307189542484,0.8674784050939159,2
Mean habitus,20,96,76.2,45.9525,17,0.0085,0.05794444444444445,0.6151562719753901,1
Mean habitus,20,97,76.5,44.54599999999999,26,0.013,0.04880555555555557,0.8877715020411688,2
Mean habitus,20,98,60.65,37.4655,22,0.011,0.10718055555555557,0.5625616040947504,8
Mean habitus,20,99,66.05,38.581,24,0.012,0.075,0.8755073203495533,3
Mean habitus,20,100,48.1,35.6355,28,0.014,0.06498412698412698,0.6482939623120463,2
Random,20,1,11.4,12.3455,146,0.073,0.5125261437908497,0.14503694151561378,1
Random,20,2,13.0,10.2225,175,0.0875,0.5084609997845291,0.13201638020893322,2
Random,20,3,14.5,10.866,176,0.088,0.5018134920634921,0.10165976455587193,1
Random,20,4,8.85,10.646999999999998,181,0.0905,0.5073433078359549,0.18027300271720587,3
Random,20,5,8.0,10.81,171,0.0855,0.4934665032679739,0.10284321290727394,5
Random,20,6,10.35,10.3095,171,0.0855,0.51053372118078,0.09487615021208382,1
Random,20,7,7.35,10.503,173,0.0865,0.48468160597572363,0.10270141770023988,2
Random,20,8,10.9,12.781,150,0.075,0.5153810690943044,0.12824723218029974,1
Random,20,9,9.2,9.807500000000001,177,0.0885,0.49809697083961796,0.18012860248452459,1
Random,20,10,14.95,13.775500000000001,131,0.0655,0.5109272875816994,0.14687980758749583,3
Random,20,11,15.65,11.289000000000001,172,0.086,0.5053860877684407,0.12981915358834573,1
Random,20,12,8.1,8.838500000000002,203,0.1015,0.5249761994541406,0.12357391036298022,1
Random,20,13,15.05,11.0025,169,0.0845,0.5172902661064426,0.14534969950213925,2
Random,20,14,15.0,11.573999999999998,160,0.08,0.5037982768865121,0.16864631827820253,1
Random,20,15,14.65,9.4895,198,0.099,0.49397746534511244,0.1665859847825709,1
Random,20,16,10.2,12.402000000000001,146,0.073,0.48019876283846874,0.18043892241294027,1
Random,20,17,14.8,10.360999999999999,186,0.093,0.5279900793650794,0.10706636932748995,1
Random,20,18,13.4,12.3665,165,0.0825,0.4861029942279943,0.13180224126184098,1
Random,20,19,16.0,12.7065,133,0.0665,0.5168794351073763,0.1793235742021738,6
Random,20,20,13.8,12.1995,163,0.0815,0.5121944444444444,0.1365916894029509,1
Random,20,21,12.65,12.614500000000003,156,0.078,0.4845890522875817,0.20470828863217133,1
Random,20,22,15.3,14.336500000000001,133,0.0665,0.485860410830999,0.19964796363147613,2
Random,20,23,10.25,11.261500000000002,154,0.077,0.49857220067514185,0.14233002232287434,1
Random,20,24,17.35,11.944499999999998,150,0.075,0.5058948412698413,0.1453129684528687,5
Random,20,25,15.8,9.697499999999998,170,0.085,0.48502253465488754,0.22944686245809418,1
Random,20,26,11.3,11.132,161,0.0805,0.4922669234360411,0.19805875865667671,1
Random,20,27,13.15,10.756000000000004,153,0.0765,0.5173925967823028,0.12705641239419094,1
Random,20,28,8.0,11.269,160,0.08,0.5150064192343604,0.1333258599814159,2
Random,20,29,12.9,12.452000000000004,142,0.071,0.5097702991452991,0.18638665970531829,1
Random,20,30,10.95,9.5845,186,0.093,0.48138491165697045,0.1488149113751128,1
Random,20,31,13.15,11.5575,154,0.077,0.487473721539898,0.14003817153855144,1
Random,20,32,12.45,9.412500000000001,196,0.098,0.5089151493930906,0.1527435198550648,2
Random,20,33,16.2,9.689500000000002,186,0.093,0.4958082399626517,0.14494423614252444,1
Random,20,34,8.5,13.575999999999999,148,0.074,0.4661448412698413,0.10078157919367339,1
Random,20,35,16.05,15.759,111,0.0555,0.4826438651218063,0.06826230959059022,1
Random,20,36,16.0,10.5175,174,0.087,0.5195220498455793,0.12335560857174825,2
Random,20,37,15.85,11.180499999999997,162,0.081,0.5100636087768441,0.16605304328894982,1
Random,20,38,10.35,12.207499999999998,169,0.0845,0.49865504022121665,0.12580277583769037,1
Random,20,39,18.25,13.278500000000001,146,0.073,0.49252182539682543,0.1541296510400955,1
Random,20,40,8.55,11.0935,158,0.079,0.46741911764705885,0.12950714909628544,1
Random,20,41,10.65,14.9015,137,0.0685,0.5144027777777778,0.116775292045312,1
Random,20,42,11.65,13.423500000000004,124,0.062,0.5077717086834734,0.09514674482084302,2
Random,20,43,21.55,14.210999999999999,113,0.0565,0.5021315359477124,0.18632916757284507,4
Random,20,44,7.85,9.454500000000001,189,0.0945,0.498890639589169,0.09383829042656205,2
Random,20,45,16.95,12.585500000000001,145,0.0725,0.48521568627450984,0.15846316216473894,1
Random,20,46,22.55,15.581,112,0.056,0.5067834967320262,0.1703122909418502,1
Random,20,47,12.5,10.276,175,0.0875,0.5006430905695611,0.12276181120173553,1
Random,20,48,17.8,11.534500000000001,153,0.0765,0.49629761904761915,0.13416463545562118,1
Random,20,49,13.05,11.514499999999998,154,0.077,0.5140985060690942,0.18165665695511568,1
Random,20,50,15.45,15.105500000000001,133,0.0665,0.49472759103641456,0.16682630163690518,1
Random,20,51,11.55,12.433500000000002,136,0.068,0.497044593478417,0.1540543463095037,1
Random,20,52,16.45,12.675500000000001,138,0.069,0.49073844537815126,0.18144625163174494,3
Random,20,53,12.75,9.8135,194,0.097,0.5126840120663649,0.14657814783090195,2
Random,20,54,10.7,12.966,173,0.0865,0.47775735294117644,0.12010931981060935,1
Random,20,55,11.8,10.883,164,0.082,0.5007762605042018,0.09848848536977836,2
Random,20,56,10.0,9.7,181,0.0905,0.5059737394957984,0.08276884724787284,1
Random,20,57,9.95,9.953500000000002,168,0.084,0.47943905767435174,0.1354599480297011,7
Random,20,58,10.8,13.133999999999999,143,0.0715,0.49887099583423117,0.1283642063862847,1
Random,20,59,17.0,9.51,180,0.09,0.5060250664368311,0.15214014199329626,1
Random,20,60,16.05,10.339,166,0.083,0.4917573529411765,0.11978328265818516,3
Random,20,61,8.1,10.878499999999999,153,0.0765,0.496499766573296,0.0989907581354496,3
Random,20,62,7.6,10.4365,177,0.0885,0.5014153828197947,0.07930406587712864,2
Random,20,63,11.4,10.1875,176,0.088,0.5009656862745098,0.13564732662090023,1
Random,20,64,23.85,12.982999999999997,140,0.07,0.48570646591970124,0.20085934537424582,1
Random,20,65,12.95,13.404500000000002,152,0.076,0.4784871615312792,0.12884026175814803,1
Random,20,66,16.15,11.548500000000004,152,0.076,0.5022015639589169,0.12435361569124333,1
Random,20,67,14.45,11.685500000000001,163,0.0815,0.4757344771241831,0.12484552364495563,2
Random,20,68,13.7,12.248,148,0.074,0.47424206349206344,0.17755962135421327,3
Random,20,69,14.4,10.5925,183,0.0915,0.5374218020541551,0.17325268255835677,4
Random,20,70,10.3,10.913999999999996,165,0.0825,0.48790114379084976,0.13264808351791418,2
Random,20,71,13.35,11.072999999999997,177,0.0885,0.478515172735761,0.17941784162780974,1
Random,20,72,10.0,10.923499999999999,161,0.0805,0.5042377450980392,0.1687625665203884,2
Random,20,73,11.05,11.648500000000002,156,0.078,0.48568710048121816,0.15386437898586897,1
Random,20,74,16.4,10.6285,185,0.0925,0.5112156862745099,0.14098854914131217,1
Random,20,75,12.8,12.651,155,0.0775,0.5234622566975509,0.12148083832915879,2
Random,20,76,15.7,12.2525,169,0.0845,0.49785576923076924,0.1050586328879575,1
Random,20,77,17.4,13.192,148,0.074,0.5046893490496431,0.15292237210779983,2
Random,20,78,13.45,10.993000000000002,192,0.096,0.48002977088271204,0.10934457984379582,1
Random,20,79,17.35,11.792999999999997,159,0.0795,0.4881157796451914,0.1664727977150882,1
Random,20,80,14.9,9.799999999999999,194,0.097,0.5150496839761546,0.18732458683305714,1
Random,20,81,17.75,9.9325,186,0.093,0.48398113732672565,0.170070104419037,1
Random,20,82,16.55,9.4865,187,0.0935,0.4806816149536738,0.13852017021461016,1
Random,20,83,10.6,13.285499999999999,142,0.071,0.4668949490052431,0.09096359104394172,1
Random,20,84,13.35,14.841499999999998,147,0.0735,0.5150347805788982,0.1700311452239989,1
Random,20,85,10.6,10.2605,199,0.0995,0.5184312558356676,0.14133355244231502,1
Random,20,86,11.55,11.4795,167,0.0835,0.48627065826330534,0.10841961900740069,1
Random,20,87,18.3,11.261999999999999,154,0.077,0.5047919000933707,0.14341185808145085,1
Random,20,88,18.3,12.203999999999999,145,0.0725,0.4713395191409897,0.2341435609729608,1
Random,20,89,11.0,11.769,153,0.0765,0.5112092670401495,0.11940839799704069,2
Random,20,90,15.15,10.277999999999999,173,0.0865,0.506812908496732,0.18419519948709895,1
Random,20,91,14.5,13.548000000000002,139,0.0695,0.4864786414565827,0.15603720228129672,4
Random,20,92,10.0,11.871999999999998,153,0.0765,0.4806929271708683,0.13202656041863853,1
Random,20,93,17.75,12.4275,147,0.0735,0.48646176046176054,0.20360898062550453,1
Random,20,94,10.45,10.782,166,0.083,0.50327616174675,0.12970710193873375,3
Random,20,95,16.35,12.009999999999998,164,0.082,0.49380660597572357,0.15158559613627104,1
Random,20,96,13.35,14.241,129,0.0645,0.5172475939093586,0.1916095388431847,1
Random,20,97,10.85,10.968499999999999,164,0.082,0.501782096171802,0.16419992041271528,1
Random,20,98,16.9,11.498000000000001,149,0.0745,0.496571105365223,0.12848513818179025,2
Random,20,99,15.6,11.2465,173,0.0865,0.5070343855490914,0.2129487124587351,1
Random,20,100,18.6,11.5925,163,0.0815,0.4969475957049486,0.16429225961583596,1
Naive,20,1,53.4,32.4225,38,0.019,0.11599999999999999,0.7017374625364674,1
Naive,20,2,89.85,48.03050000000001,10,0.005,0.04470833333333334,0.9642985594780923,3
Naive,20,3,88.9,47.15299999999999,10,0.005,0.047111111111111124,0.9631080832876162,2
Naive,20,4,80.7,41.6135,16,0.008,0.07961111111111112,0.6246171059587973,2
Naive,20,5,65.45,39.251,24,0.012,0.0993888888888889,0.7247395983719729,8
Naive,20,6,69.75,33.1905,38,0.019,0.10323214285714286,0.723328107434588,1
Naive,20,7,76.0,43.8185,16,0.008,0.05027777777777778,0.9406183404882761,2
Naive,20,8,97.8,49.292,2,0.001,0.03255555555555557,0.9995495495495496,32
Naive,20,9,83.05,44.80950000000001,16,0.008,0.07477777777777779,0.9957893259741614,1
Naive,20,10,83.85,47.03450000000001,8,0.004,0.05211111111111112,0.9082090434699255,1
Naive,20,11,52.55,30.188000000000002,42,0.021,0.1611666666666667,0.6797463807826217,2
Naive,20,12,78.05,40.5805,22,0.011,0.0805,0.9790295758454317,2
Naive,20,13,78.55,39.70250000000001,20,0.01,0.06890277777777779,0.7091877527169774,2
Naive,20,14,81.05,44.356,16,0.008,0.034753968253968266,0.9984766584766586,1
Naive,20,15,72.9,44.23299999999999,14,0.007,0.036791666666666674,0.9000219572086092,1
Naive,20,16,85.5,44.711000000000006,16,0.008,0.08144444444444446,0.9446977513578251,4
Naive,20,17,65.95,45.528499999999994,18,0.009,0.07388888888888889,0.8515136652345031,1
Naive,20,18,95.05,47.335,14,0.007,0.042472222222222224,1.0,1
Naive,20,19,88.0,43.147000000000006,14,0.007,0.11505555555555556,0.745574455975329,8
Naive,20,20,81.2,39.695499999999996,33,0.0165,0.11627450980392158,0.9805693251410516,1
Naive,20,21,90.35,46.12300000000001,12,0.006,0.0343888888888889,1.0,1
Naive,20,22,99.5,50.153999999999996,6,0.003,0.08350000000000002,0.7386629995123083,10
Naive,20,23,85.35,41.975,16,0.008,0.13311111111111112,0.8691085031656914,1
Naive,20,24,79.8,42.764,10,0.005,0.060833333333333336,0.9907248770459194,5
Naive,20,25,71.35,37.873999999999995,27,0.0135,0.11152457264957263,0.9221613189904779,1
Naive,20,26,81.85,44.0685,20,0.01,0.07295833333333333,0.9159997449349457,2
Naive,20,27,82.45,38.20399999999999,30,0.015,0.09545833333333334,0.742524676707973,2
Naive,20,28,73.0,41.2895,20,0.01,0.15338888888888888,0.7528657599043332,2
Naive,20,29,62.6,32.8595,42,0.021,0.09743055555555558,0.6488177429187832,1
Naive,20,30,82.75,49.3535,10,0.005,0.05802777777777779,0.9049185383742495,1
Naive,20,31,66.55,39.4245,26,0.013,0.11116666666666665,0.9047250132535961,1
Naive,20,32,77.45,39.107,22,0.011,0.09184722222222225,0.984055356283229,1
Naive,20,33,52.3,37.396,24,0.012,0.07272222222222224,0.714598455773024,1
Naive,20,34,85.5,45.5115,8,0.004,0.03277777777777779,0.9999941561477325,1
Naive,20,35,63.35,34.946999999999996,44,0.022,0.10210119047619051,0.8614108604253496,1
Naive,20,36,66.9,42.57199999999999,18,0.009,0.07227777777777779,0.9357934015738725,1
Naive,20,37,74.25,40.982,24,0.012,0.05355555555555556,0.9083333333333332,1
Naive,20,38,88.6,46.41300000000001,14,0.007,0.05383333333333334,0.9853938614871876,1
Naive,20,39,91.5,45.350500000000004,17,0.0085,0.07066666666666668,0.9655672173108669,1
Naive,20,40,69.95,37.90599999999999,28,0.014,0.11395238095238096,0.762786003079967,1
Naive,20,41,85.1,42.636500000000005,22,0.011,0.07786111111111112,0.990646623226717,1
Naive,20,42,59.2,37.3835,22,0.011,0.10706944444444445,0.6479753892755218,2
Naive,20,43,90.75,46.12799999999999,10,0.005,0.08594444444444445,0.4815050953944936,2
Naive,20,44,96.6,47.78350000000001,10,0.005,0.05111111111111113,1.0,2
Naive,20,45,88.0,47.973,12,0.006,0.0553888888888889,0.9298351648351648,1
Naive,20,46,84.0,40.705999999999996,24,0.012,0.0968888888888889,0.7370783222212735,1
Naive,20,47,96.85,48.59550000000001,12,0.006,0.10066468253968253,1.0,1
Naive,20,48,66.3,36.374,42,0.021,0.11604166666666668,0.6048323627774276,1
Naive,20,49,75.2,43.09400000000001,21,0.0105,0.053722222222222234,0.5495780071026888,5
Naive,20,50,80.2,42.5675,20,0.01,0.10483333333333335,0.7535082444870438,1
Naive,20,51,71.25,47.676500000000004,16,0.008,0.17891666666666667,0.2611889315417454,1
Naive,20,52,80.0,40.0105,12,0.006,0.1156111111111111,0.5929372949893759,3
Naive,20,53,93.45,46.114,16,0.008,0.054666666666666676,0.9981649037749527,1
Naive,20,54,80.7,40.041,20,0.01,0.04869841269841272,0.9715777910494492,1
Naive,20,55,83.65,43.06949999999999,10,0.005,0.04372222222222224,1.0,1
Naive,20,56,71.2,36.494499999999995,28,0.014,0.0779861111111111,0.9834542371337701,1
Naive,20,57,99.45,50.042,6,0.003,0.05638888888888889,0.9978040234810692,3
Naive,20,58,97.2,48.434,10,0.005,0.04011111111111112,1.0,1
Naive,20,59,87.7,43.799,8,0.004,0.03900000000000001,0.9999879807692308,38
Naive,20,60,78.75,42.226000000000006,10,0.005,0.06966666666666665,0.9729204213453997,53
Naive,20,61,69.0,43.8545,14,0.007,0.07436111111111111,0.7280421452456978,19
Naive,20,62,66.2,39.071,30,0.015,0.142875,0.5504441969297714,1
Naive,20,63,69.45,36.998999999999995,36,0.018,0.1231111111111111,0.7835083251770221,1
Naive,20,64,93.6,45.746,14,0.007,0.06372222222222224,0.9318185963391123,1
Naive,20,65,78.15,42.2545,14,0.007,0.053722222222222234,0.9537703870396863,23
Naive,20,66,99.9,50.42799999999999,8,0.004,0.05800000000000001,0.957083714208262,1
Naive,20,67,72.05,36.113,34,0.017,0.10894444444444444,0.7691667912194362,2
Naive,20,68,63.2,44.50249999999999,20,0.01,0.13631944444444444,0.6363124690558097,3
Naive,20,69,86.5,41.421499999999995,14,0.007,0.0652777777777778,0.9812045521471575,20
Naive,20,70,65.7,41.342,24,0.012,0.06538888888888889,0.7775281127661797,1
Naive,20,71,76.3,43.8375,20,0.01,0.07166666666666667,0.8678109341064364,1
Naive,20,72,58.5,40.193000000000005,26,0.013,0.14040277777777777,0.6151572243439418,2
Naive,20,73,84.65,45.66749999999999,8,0.004,0.050722222222222245,0.8936015569499725,31
Naive,20,74,85.1,48.206,12,0.006,0.03225000000000001,0.9157249594381947,1
Naive,20,75,57.2,41.715999999999994,18,0.009,0.08913888888888888,0.3889411133730699,2
Naive,20,76,99.8,50.41,4,0.002,0.04155555555555557,0.9684964559346014,1
Naive,20,77,61.45,39.326499999999996,20,0.01,0.1038888888888889,0.4762903165897562,3
Naive,20,78,91.75,47.8315,4,0.002,0.04272222222222223,1.0,61
Naive,20,79,75.9,38.623000000000005,16,0.008,0.07215277777777779,0.6058220869785124,1
Naive,20,80,88.65,42.224999999999994,16,0.008,0.06454166666666668,0.755784037322097,2
Naive,20,81,99.8,50.354,6,0.003,0.11516666666666668,0.9995495495495496,1
Naive,20,82,71.15,39.737500000000004,31,0.0155,0.09715277777777777,0.7857538474653324,1
Naive,20,83,83.25,46.8225,18,0.009,0.03773611111111113,0.9239161889452138,1
Naive,20,84,86.7,40.769999999999996,22,0.011,0.1201666666666667,0.7257268860566108,1
Naive,20,85,72.85,41.3445,16,0.008,0.09766666666666665,0.5534125735792654,13
Naive,20,86,79.9,42.43249999999999,17,0.0085,0.06299346405228759,0.9982836380788133,1
Naive,20,87,79.3,42.19,22,0.011,0.0690138888888889,0.9688448011834906,1
Naive,20,88,84.75,41.343500000000006,21,0.0105,0.0941576797385621,0.7931356528312453,2
Naive,20,89,84.0,44.702,10,0.005,0.06911111111111111,0.5871602444826836,6
Naive,20,90,92.75,46.5475,8,0.004,0.07672222222222225,0.5394458427697919,1
Naive,20,91,51.95,38.519,24,0.012,0.11036111111111112,0.6590214182879252,14
Naive,20,92,90.45,46.44049999999999,8,0.004,0.023722222222222235,1.0,1
Naive,20,93,61.85,40.5785,34,0.017,0.10554901960784316,0.7090141750834921,1
Naive,20,94,67.6,46.286,10,0.005,0.061333333333333344,0.7794555931615803,4
Naive,20,95,53.9,30.928999999999995,38,0.019,0.13872222222222225,0.6005691087497024,1
Naive,20,96,62.5,38.443000000000005,26,0.013,0.07134722222222223,0.937608576513241,1
Naive,20,97,79.1,40.533,26,0.013,0.09144444444444445,0.8431775416340251,1
Naive,20,98,60.65,37.4655,22,0.011,0.10318055555555557,0.5648639661821695,8
Naive,20,99,69.45,44.761,10,0.005,0.09138888888888892,0.8995773084044949,9
Naive,20,100,94.1,49.091,4,0.002,0.03377777777777779,1.0,2
Two-frame Naive,20,1,60.8,36.795,30,0.015,0.09211111111111112,0.7952235770477082,1
Two-frame Naive,20,2,65.05,40.379,20,0.01,0.06166666666666667,0.8878713960617987,3
Two-frame Naive,20,3,96.05,47.125,16,0.008,0.05900000000000001,0.8621011019652535,2
Two-frame Naive,20,4,56.8,32.8965,36,0.018,0.07608333333333334,0.859716568117525,2
Two-frame Naive,20,5,86.5,48.668,4,0.002,0.05555555555555556,0.9155710955710955,47
Two-frame Naive,20,6,77.4,40.326,28,0.014,0.08041666666666668,0.8329631741009234,1
Two-frame Naive,20,7,85.5,47.87,4,0.002,0.04000000000000001,0.9783834392887787,75
Two-frame Naive,20,8,97.8,49.292,2,0.001,0.026055555555555564,1.0,32
Two-frame Naive,20,9,73.9,42.16999999999999,16,0.008,0.08727777777777777,0.4821939745423859,1
Two-frame Naive,20,10,95.5,48.861999999999995,4,0.002,0.02977777777777779,1.0,1
Two-frame Naive,20,11,80.35,42.90800000000001,16,0.008,0.06566666666666668,0.5084367651848549,2
Two-frame Naive,20,12,99.3,50.01200000000001,4,0.002,0.039833333333333346,0.9646358197967284,2
